Date,Title,description
5/9/17,‰óÖThis terrifies me‰ó»: Ex-Clinton aides slam Trump‰ó»s firing of FBI director Comey,Democrats said Comey botched the Clinton email probe but was dismissed for political reasons.
5/9/17,White House dismisses questions over why it waited to fire Michael Flynn,The administration said the warnings about Flynn came from a ‰óìpolitical opponent‰óù of the president.
5/9/17,Senate Republicans face their own divisions in push for health-care overhaul,"After a narrow House vote, the GOP still faces challenges to get a bill to President Trump."
5/9/17,Analysis | Will Republican senators pass the GOP health-care bill? Here‰ó»s what they‰ó»re saying so far.,President Trump is ‰óìconfident‰óù that the Senate will pass a bill ‰óî but it could take a while.
5/9/17,The Health 202: Republicans are just starting the hard part on health care,Five things to watch in the Senate
5/9/17,Analysis | Who will decide what the Senate‰ó»s health bill looks like? Follow the Medicaid-state senators.,There are 20 Senate Republicans who hail from states where their governors accepted federal Medicaid funding to provide increased coverage.
5/9/17,Conservative election expenses charging decision due,Prosecutors have been examining police files on the way Conservative campaign costs were recorded.
5/9/17,"Girl, 11, dies after Drayton Manor theme park fall",Police say the girl was on a school trip when she fell into the water on the Splash Canyon ride.
5/9/17,'Heart attack risk' for common Nsaid painkillers,New evidence adds to previous studies suggesting a link between Nsaids and heart harm.
5/9/17,Aine Davis guilty of being senior Islamic State member,"Londoner Aine Davis, suspected of being associate of man known as Jihadi John, is jailed in Turkey."
5/9/17,Syria war: US to arm Kurds in battle for Raqqa,The move will help Kurdish fighters battling IS for Raqqa but will alarm neighbouring Turkey.
5/9/17,Philip May: 'I take the bins out',Theresa May and her husband tell the One Show there's no negotiation over the domestic chores.
5/9/17,Will the Government's new measures get through the Senate?,"A multi-billion-dollar hit on Australia's biggest banks will likely be waved through the Senate with the support of Labor and the Greens, but the passage of other measures remains less clear-cut."
5/9/17,Your budget cheat sheet (so you know why everyone's paying more tax),We've dug through the budget papers to find all the important bits so you don't have to.
5/9/17,"Banks will find a way to pass levy on to customers, Business Council says",Scott Morrison's decision to penalise banks with a levy on their liabilities is criticised by business leaders who warn that bank customers might ultimately foot the bill.
5/9/17,Politicians should be drug tested the same as welfare recipients: Lambie,"Random drug tests of politicians should happen as soon as they walk through the doors of Parliament, Jacqui Lambie says."
5/9/17,It turns out Turnbull is really quite good at tidying up old messes,"You can tell a lot about a budget by looking at who it punishes. This one basically targets anyone who's ever appeared on A Current Affair accompanied by a low, menacing soundtrack, writes Annabel Crabb"
5/9/17,"Budget sliced and diced: Where every dollar comes from, and how it's spent",Explore where the Government gets its money and how it's all spent.
5/9/17,Trump ‰óÖterminates‰ó» FBI director Comey,None
5/9/17,Trump‰ó»s Tuesday night massacre,None
5/9/17,James Comey‰ó»s downfall: a timeline of controversy,None
5/9/17,Comey dismissal: US lawmakers react on Twitter,None
5/9/17,S Korea‰ó»s new president set to rebalance region,None
5/9/17,Toutiao touts personal news app for populous China,None
5/9/17,Apple leads US stocks to new ‰óÖearnings trade‰ó» high,None
5/9/17,Senators demand investigation into Icahn trades,None
5/9/17,Xi‰ó»s Silk Road under threat from one-way traffic,None
5/9/17,Trump‰ó»s tax plan tries to take away the drinks tray,None
5/9/17,Trump Fires FBI Director Comey Amid Russia Meddling Inquiry,"President Donald Trump fired FBI Director James Comey amid the agency‰ó»s investigation of Russian interference in last year‰ó»s election, saying the bureau needed new leadership to restore ‰óìpublic trust and confidence.‰óù"
5/9/17,Senate GOP Plans Secret Health Debate That May Take Months,Senate Republican leaders are starting what‰ó»s shaping up to be a secretive process to write their version of an Obamacare overhaul -- even after some GOP senators complained that the House devised sweeping health-care legislation behind closed doors.
5/9/17,Apple Becomes First U.S. Company to Top $800 Billion Value,Apple Inc. became the first U.S. company with a market value of more $800 billion as investors bet the next iPhone will spur a resurgence in sales.
5/9/17,Shale Drillers Are Outspending the World With $84 Billion Spree,U.S. shale explorers are boosting drilling budgets 10 times faster than the rest of the world to harvest fields that register fat profits even with the recent drop in oil prices.
5/9/17,Billionaire Carl Icahn Loses $179 Million on Hertz Double Down,"When billionaire Carl Icahn bought into Hertz Global Holdings Inc. in summer 2014, he said he thought the shares were undervalued. With prices down almost 90 percent in the years since, he might be wishing he could take that one back."
5/9/17,China Is Building a Disney World for Wine,"Changyu, China'sŒæwinemaking powerhouse, is building French-style chateaus and Italianate castles around the country‰óîand an entire ""Wine City""‰óîto encourageŒæthe country's passion for the grape."
5/9/17,Wal-Mart Close to Resolving Bribery Probe for $300 Million,"Wal-Mart Stores Inc. is preparing to pay roughly $300 million to resolve a long-running U.S. investigation into allegations of bribery by its employees, according to people familiar with the matter."
5/9/17,Canadian Fund With $6 Billion War Chest Picks London for EU Hub,The Public Sector Pension Investment Board picked London as its European hub and plans to spend as much as 4.6 billion pounds ($6 billion) in the region in the next five years.
5/9/17,Blankfein Says Banks Should Be Unshackled From Volcker Rule,"U.S. banks with federally insured deposits should beŒæfreed from Volcker Rule restrictions that prevent them from taking some types of principal risk, a market-making function that provides a valuable public service, Goldman Sachs Group Inc. Chief Executive Officer Lloyd Blankfein said."
5/9/17,Jailed SAC Manager Martoma Seeks New Insider-Trading Trial,"More than two years after Mathew Martoma began serving a nine-year prison term for insider trading, his lawyer argued for a second time that the former SAC Capital Advisors LP portfolio manager deserves a new trial."
5/9/17,Businessmen start to replace soldiers as Israel‰ó»s political heroes,The top brass are in retreat
5/9/17,An appeals court is unlikely to lift the stay on the travel ban,Few judges seem willing to overlook Donald Trump's statements expressing antipathy toward Muslims
5/9/17,The Kushners put controversial investor visas in the spotlight,"But the EB-5 visa programme should be reformed and expanded, not scrapped"
5/9/17,Apocalyptic fiction and the Doomsday Clock,"As we edge closer to catastrophe, should we expect more doom-laden literature?"
5/9/17,"Britain is leaving the EU, but its language will stay","Despite Jean-Claude Juncker‰ó»s joke, Anglophones should rest easy"
5/9/17,Emmanuel Macron has a history buff‰ó»s view of Islam and religious strife,France‰ó»s new president is less stringent about secularism than some of his compatriots
5/9/17,America may extend its laptop ban to cover flights from Europe,"If it does, the true motives of the administration will become clearer"
5/9/17,Trump Fires James Comey as FBI Chief,"President Donald Trump fired James Comey as director of the Federal Bureau of Investigation, citing his handling of the investigation into Hillary Clinton‰ó»s email server. The dismissal ignited a firestorm over how the decision would impact the agency‰ó»s investigation into possible collusion between the Trump campaign and Russia."
5/9/17,"White House, Justice Department Statements",None
5/9/17,"Trump Set to Arm Kurds in ISIS Fight, Angering Turkey","President Donald Trump approved plans to directly arm Kurdish fighters battling Islamic State in Syria, U.S. officials said Tuesday, paving the way for an offensive against the extremist group‰ó»s de facto capital."
